ParName   Value   Gradient
SR_parm[1]      9.34472  4.07678e-07
recdev1(1975)    -0.323749  2.44134e-07
recdev1(1976)    -0.271497 -2.62962e-07
recdev1(1977)    -0.122892 -1.81428e-07
recdev1(1978)     0.117558  3.82317e-07
recdev1(1979)    -0.118819  2.11809e-07
recdev1(1980)    -0.190573 -4.65078e-09
recdev1(1981)    -0.210128  2.27156e-07
recdev1(1982)    -0.316822 -2.22316e-08
recdev1(1983)    -0.148023 -2.20477e-07
recdev1(1984)     0.220696  4.07719e-07
recdev1(1985)     0.217115 -3.09204e-07
recdev1(1986)    -0.227351  4.12849e-07
recdev1(1987)    -0.165563  3.14574e-07
recdev1(1988)     0.416145  8.03549e-08
recdev1(1989)     0.130097  3.02265e-07
recdev1(1990)    -0.411615 -1.12759e-07
recdev1(1991)     0.335354  2.77015e-07
recdev1(1992)    -0.133381 -5.66305e-07
recdev1(1993)     0.304423  6.46709e-07
recdev1(1994)    0.0706758  3.00956e-07
recdev1(1995)    -0.123586  4.70152e-07
recdev1(1996)     0.265006  8.76305e-08
recdev1(1997)   -0.0446951 -6.12451e-07
recdev1(1998)     0.290985  2.47015e-07
recdev1(1999)     0.312671  3.84035e-07
recdev1(2000)     0.367426  2.37643e-07
recdev1(2001)    -0.142924 -5.09096e-07
recdev1(2002)    -0.263743  4.72136e-07
recdev1(2003)    -0.122966  -9.3447e-08
recdev1(2004)    0.0691128 -3.47296e-07
recdev1(2005)     0.004769 -2.93889e-07
recdev1(2006)     0.308902  -6.0471e-08
recdev1(2007)      0.17881 -4.55109e-07
recdev1(2008)     0.270456 -3.25211e-07
recdev1(2009)   -0.0446441 -2.17412e-07
recdev1(2010)   -0.0325876 -2.19529e-07
recdev1(2011)     0.198121  2.15147e-07
recdev1(2012)     0.178909 -6.64053e-07
recdev1(2013)    0.0626058  8.77096e-08
recdev1(2014)    -0.450248  1.24721e-07
recdev1(2015)     -0.45403 -1.24985e-07
Fcast_recruitments(2016)    -0.492594  2.02173e-07
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      99.5892 -6.02629e-07
selparm[2]     -7.23257 -9.92401e-08
selparm[3]      6.44766  4.87544e-08
selparm[4]    -0.680576 -2.25723e-07
selparm[7]       76.785  8.17429e-07
selparm[9]      5.51777  -6.9185e-07
selparm[10]      3.66227  4.53901e-09
selparm[12]     -1.26005  2.96343e-07
selparm[13]      62.2048 -1.29611e-08
selparm[15]      3.53233 -2.23918e-08
selparm[16]      4.17061 -8.12475e-09
selparm[19]      97.7217  5.17984e-07
selparm[20]     -7.13875 -4.48117e-06
selparm[21]      4.49957 -4.17629e-07
