ParName   Value   Gradient
SR_parm[1]      9.78432 -1.42535e-06
recdev1(1975)    -0.141578  3.43777e-07
recdev1(1976)     -0.42697 -9.69772e-07
recdev1(1977)     0.016754 -1.32166e-06
recdev1(1978)    -0.341525  3.84278e-07
recdev1(1979)     0.118411 -1.84317e-07
recdev1(1980)    -0.206634  3.64879e-08
recdev1(1981)    0.0987695 -3.40449e-07
recdev1(1982)    -0.130167 -1.32059e-06
recdev1(1983)    0.0574727 -4.63268e-07
recdev1(1984)    0.0117384  -8.4686e-07
recdev1(1985)     0.364808 -1.49843e-06
recdev1(1986)    -0.163637  1.43967e-06
recdev1(1987)    -0.144458 -9.92443e-07
recdev1(1988)     0.121591 -3.26692e-07
recdev1(1989)    0.0731325 -7.27905e-07
recdev1(1990)     -0.25648 -5.37412e-07
recdev1(1991)     -0.31827 -1.41166e-07
recdev1(1992)    0.0366815  5.54692e-07
recdev1(1993)    -0.239263  1.20346e-07
recdev1(1994)    0.0524878  1.21987e-06
recdev1(1995)   -0.0228563  8.39191e-07
recdev1(1996)   0.00347468  1.01546e-06
recdev1(1997)   -0.0792935  9.05917e-07
recdev1(1998)     0.204856  1.34956e-06
recdev1(1999)     0.226705    1.127e-06
recdev1(2000) -0.000196188  7.52594e-07
recdev1(2001)    0.0755177  1.65079e-07
recdev1(2002)   -0.0129611  5.43323e-07
recdev1(2003)   -0.0570395 -2.92502e-07
recdev1(2004)   -0.0312079  1.48121e-06
recdev1(2005)    0.0449023  -6.1746e-07
recdev1(2006)     0.306003   1.1034e-06
recdev1(2007)    -0.154772  1.84816e-07
recdev1(2008)     0.227891 -9.78317e-07
recdev1(2009)     0.269067 -1.27051e-06
recdev1(2010)    -0.140466 -9.70057e-07
recdev1(2011)     0.329441   -3.572e-07
recdev1(2012)    0.0273923   1.5455e-06
recdev1(2013)     0.100364  5.61623e-07
recdev1(2014)   -0.0374099 -2.70451e-06
recdev1(2015)     0.137725 -6.20015e-06
Fcast_recruitments(2016)    0.0229136 -3.00726e-08
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      70.8661   9.1445e-07
selparm[2]       -1.595  5.77215e-06
selparm[3]    -0.586928  2.97828e-06
selparm[4]      2.08163  8.69739e-07
selparm[7]      76.0461  3.31193e-05
selparm[9]    -0.999619  8.13417e-07
selparm[10]    -0.999544  2.06228e-07
selparm[12]     -6.70727  2.16591e-08
selparm[13]       62.864 -7.79259e-07
selparm[15]       3.3212 -5.04013e-07
selparm[16]      4.19586  1.98417e-07
selparm[19]      100.612 -1.19089e-06
selparm[20]     -2.80786 -1.32382e-07
selparm[21]      4.49686 -1.84811e-06
