ParName   Value   Gradient
SR_parm[1]      9.26151  3.22264e-05
recdev1(1975)   -0.0604408 -3.41705e-06
recdev1(1976)    -0.200628  1.70486e-07
recdev1(1977)    0.0447978 -2.44028e-07
recdev1(1978)    -0.259837   5.0549e-06
recdev1(1979)     0.112056  4.43677e-06
recdev1(1980)    -0.162244 -2.26851e-06
recdev1(1981)    0.0939707  3.09702e-06
recdev1(1982)    -0.106328 -1.53299e-05
recdev1(1983)    0.0559695 -9.92477e-06
recdev1(1984)     0.040127   2.6967e-06
recdev1(1985)     0.381039 -8.26897e-06
recdev1(1986)    -0.121418 -4.10798e-06
recdev1(1987)   -0.0926757  8.12256e-06
recdev1(1988)     0.167037 -7.96844e-06
recdev1(1989)     0.119976 -4.67076e-08
recdev1(1990)    -0.242973 -8.22241e-06
recdev1(1991)    -0.307722 -3.19237e-06
recdev1(1992)    0.0102006 -2.21863e-06
recdev1(1993)    -0.252388 -2.47069e-06
recdev1(1994)    0.0217225  4.25026e-06
recdev1(1995)   -0.0511602  -2.4041e-06
recdev1(1996)   -0.0288852  2.28733e-06
recdev1(1997)   -0.0974427 -5.00924e-06
recdev1(1998)     0.170129  2.84112e-06
recdev1(1999)     0.162178  7.07215e-06
recdev1(2000)   -0.0678541 -5.99837e-06
recdev1(2001)    0.0242933  -7.5866e-07
recdev1(2002)   -0.0697702  1.61399e-05
recdev1(2003)   -0.0995683  5.86937e-06
recdev1(2004)   -0.0687772  1.31997e-05
recdev1(2005)    0.0129265   1.2084e-05
recdev1(2006)     0.253692 -1.39469e-06
recdev1(2007)    -0.156611 -3.12755e-06
recdev1(2008)     0.194667  -6.5374e-06
recdev1(2009)     0.225276 -1.69148e-06
recdev1(2010)    -0.139318  3.12248e-06
recdev1(2011)     0.305306  1.95755e-06
recdev1(2012)   0.00556628  6.33737e-07
recdev1(2013)    0.0897789 -3.12163e-06
recdev1(2014)   -0.0340212 -7.04095e-06
recdev1(2015)     0.129354 -1.15937e-05
Fcast_recruitments(2016)   0.00507156  5.33567e-07
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      72.8939 -2.29755e-06
selparm[2]      -1.8322 -4.58979e-08
selparm[3]    -0.280823  2.34918e-07
selparm[4]      2.06538  8.03563e-08
selparm[7]       75.986 -4.04594e-05
selparm[9]    -0.999579 -3.10136e-06
selparm[10]    -0.999567  2.87913e-08
selparm[12]     -8.16859  2.22063e-06
selparm[13]       62.712  3.12777e-06
selparm[15]       3.3651 -2.52989e-07
selparm[16]       4.1782 -6.96312e-07
selparm[19]      98.4304  8.88959e-07
selparm[20]     -3.10284  1.01224e-07
selparm[21]       4.4029  9.36503e-07
