ParName   Value   Gradient
SR_parm[1]      10.0053 -1.41172e-05
recdev1(1975)     0.587377 -7.39998e-07
recdev1(1976)     0.469674  1.70542e-06
recdev1(1977)      0.46968 -1.89964e-07
recdev1(1978)     0.600471  3.16793e-06
recdev1(1979)     0.247761 -3.95696e-06
recdev1(1980)     0.113316   4.2699e-07
recdev1(1981)    0.0597732  3.47814e-06
recdev1(1982)   -0.0737973  5.52831e-06
recdev1(1983)    0.0495208  5.04047e-07
recdev1(1984)     0.304338 -1.85208e-06
recdev1(1985)     0.155366  4.22842e-06
recdev1(1986)    -0.267725 -6.09432e-06
recdev1(1987)    -0.211557  2.72039e-06
recdev1(1988)     0.293462 -7.37843e-07
recdev1(1989)    -0.010164  3.48861e-06
recdev1(1990)     -0.44437 -5.73159e-06
recdev1(1991)     0.275592  1.00976e-06
recdev1(1992)    -0.177961   7.4306e-06
recdev1(1993)     0.205484 -2.10612e-06
recdev1(1994)   -0.0404344 -1.64151e-06
recdev1(1995)    -0.248733  9.35321e-07
recdev1(1996)    0.0739931  1.61092e-06
recdev1(1997)    -0.225276  6.60333e-07
recdev1(1998)    0.0636338  3.88049e-07
recdev1(1999)    0.0876728 -5.66088e-08
recdev1(2000)      0.13265 -2.19304e-06
recdev1(2001)    -0.322718  4.66064e-06
recdev1(2002)    -0.432992 -4.73465e-06
recdev1(2003)    -0.323899 -1.11553e-06
recdev1(2004)    -0.166535 -2.10299e-06
recdev1(2005)    -0.219091 -1.52909e-06
recdev1(2006)     0.058933  3.01915e-08
recdev1(2007)   -0.0127525 -6.20369e-07
recdev1(2008)     0.124387 -1.34405e-06
recdev1(2009)    -0.160537   1.8507e-07
recdev1(2010)    -0.190294 -4.30681e-07
recdev1(2011)    0.0154206  -5.8244e-07
recdev1(2012)    0.0212183  -5.6264e-07
recdev1(2013)   -0.0062143 -2.30178e-06
recdev1(2014)    -0.438162  3.25112e-06
recdev1(2015)     -0.43651 -2.45204e-06
Fcast_recruitments(2016)    -0.529588  5.72967e-07
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      108.644  2.38782e-06
selparm[2]    -0.949866 -5.08041e-09
selparm[3]       6.7114 -3.90363e-06
selparm[4]      4.13941  6.77347e-07
selparm[7]      77.5762 -3.20564e-06
selparm[9]      5.54864 -9.77977e-07
selparm[10]      3.29461 -3.02086e-07
selparm[12]    -0.891591  -9.5868e-08
selparm[13]      62.1662 -7.67518e-07
selparm[15]      3.47916  1.15504e-06
selparm[16]      4.12432  4.79776e-07
selparm[19]      99.5022   3.1026e-06
selparm[20]     -6.96553  7.44521e-08
selparm[21]      4.58523  2.98863e-06
