ParName   Value   Gradient
SR_parm[1]      10.3603  4.20781e-05
recdev1(1975)      1.02659 -1.71376e-05
recdev1(1976)     0.491203 -1.44148e-05
recdev1(1977)     0.672113 -8.07029e-06
recdev1(1978)     0.908076 -1.35994e-05
recdev1(1979)     0.494679 -2.63361e-06
recdev1(1980)     0.359017 -1.03281e-05
recdev1(1981)     0.314813  1.83661e-07
recdev1(1982)     0.140616 -3.09772e-06
recdev1(1983)     0.303855 -4.90016e-06
recdev1(1984)     0.599253  3.02219e-07
recdev1(1985)     0.350322   1.7627e-06
recdev1(1986)     -0.17641 -6.22903e-06
recdev1(1987)     -0.16618 -4.69096e-06
recdev1(1988)        0.471 -9.88942e-06
recdev1(1989)     0.120588 -5.56735e-07
recdev1(1990)    -0.494539  9.95644e-07
recdev1(1991)     0.529378  1.55695e-05
recdev1(1992)    -0.121298 -1.95228e-06
recdev1(1993)     0.379488  -1.0756e-05
recdev1(1994)    0.0468444 -2.18156e-06
recdev1(1995)    -0.246909  -2.0615e-06
recdev1(1996)     0.171615  6.03847e-06
recdev1(1997)    -0.252795  6.64708e-06
recdev1(1998)      0.10565  1.62159e-05
recdev1(1999)     0.101838  1.12212e-05
recdev1(2000)     0.182365  2.49397e-06
recdev1(2001)    -0.459213  2.09644e-06
recdev1(2002)    -0.615859   7.1219e-06
recdev1(2003)    -0.437996  1.49111e-05
recdev1(2004)    -0.219404  1.72323e-05
recdev1(2005)    -0.372734  9.46117e-06
recdev1(2006)   -0.0229236  1.00244e-05
recdev1(2007)     -0.24756  2.03696e-06
recdev1(2008)   -0.0534746  1.30436e-05
recdev1(2009)    -0.501317  1.12771e-05
recdev1(2010)    -0.483222  5.02216e-06
recdev1(2011)    -0.215901 -7.50349e-06
recdev1(2012)    -0.274087 -1.38172e-06
recdev1(2013)    -0.355856 -6.40827e-06
recdev1(2014)     -1.02035 -9.58266e-06
recdev1(2015)     -1.03128 -4.79138e-06
Fcast_recruitments(2016)     -1.35774 -2.99383e-05
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      102.098   1.2934e-05
selparm[2]    -0.348773 -4.25416e-06
selparm[3]      6.56806 -2.86992e-05
selparm[4]      4.12932   1.1656e-06
selparm[7]      76.5889  2.68872e-05
selparm[9]      5.50573 -2.08957e-05
selparm[10]      3.54969  1.50016e-06
selparm[12]     -1.12881  7.16636e-06
selparm[13]      61.8738  5.75839e-06
selparm[15]      3.57391 -3.81525e-06
selparm[16]      4.11478   6.2746e-06
selparm[19]      98.0318  6.48977e-05
selparm[20]     -7.11565 -3.75692e-07
selparm[21]      4.52378 -3.62536e-05
