ParName   Value   Gradient
SR_parm[1]       10.079   1.0007e-05
recdev1(1975)    -0.158909 -7.88541e-07
recdev1(1976)    -0.108293  7.71011e-07
recdev1(1977)    0.0832832  -8.8364e-07
recdev1(1978)     0.365301 -2.11991e-06
recdev1(1979)    0.0588063 -1.89077e-06
recdev1(1980)     0.152131  2.30383e-06
recdev1(1981)    0.0919362 -1.91274e-06
recdev1(1982)     0.144095 -2.38556e-06
recdev1(1983)     0.156981 -2.74026e-06
recdev1(1984)      0.38528 -3.51493e-06
recdev1(1985)     0.224752 -7.40746e-07
recdev1(1986)    -0.196187  1.80544e-07
recdev1(1987)    -0.296646 -1.06658e-06
recdev1(1988)     0.105605 -7.53168e-07
recdev1(1989)    -0.160281 -2.00334e-06
recdev1(1990)    -0.516009  2.72374e-06
recdev1(1991)    0.0734055 -6.30766e-07
recdev1(1992)    -0.274772 -4.85103e-07
recdev1(1993)     0.209528 -8.31405e-07
recdev1(1994)    -0.041763  3.74196e-06
recdev1(1995)   -0.0375134  1.14116e-06
recdev1(1996)     0.154177  2.56649e-06
recdev1(1997)    -0.265105  3.16695e-06
recdev1(1998)     0.048655  5.65358e-08
recdev1(1999)      0.20844  6.28495e-07
recdev1(2000)     0.195922  1.32883e-06
recdev1(2001)    -0.143643   1.8638e-06
recdev1(2002)    0.0157995 -1.45302e-07
recdev1(2003)    -0.116112  1.87691e-07
recdev1(2004)   -0.0581452 -5.20197e-07
recdev1(2005)    -0.103687  9.70136e-07
recdev1(2006)     0.219363  2.56305e-06
recdev1(2007)    0.0265604   4.6945e-07
recdev1(2008)    -0.169363  6.11419e-07
recdev1(2009)    0.0808065  5.65415e-07
recdev1(2010)    0.0264487  2.50617e-07
recdev1(2011)   -0.0120359 -1.02212e-07
recdev1(2012)     0.291794  3.92994e-07
recdev1(2013)   -0.0664293 -3.54707e-07
recdev1(2014)    -0.356422 -1.41366e-07
recdev1(2015)    -0.237753 -8.67217e-07
Fcast_recruitments(2016)    -0.191459  1.93301e-06
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      115.596 -5.10694e-07
selparm[2]     -3.29781  -9.3636e-07
selparm[3]      6.97914  1.99912e-06
selparm[4]      4.21143  9.04095e-07
selparm[7]      75.8192  -4.1569e-06
selparm[9]      5.26295  8.00669e-07
selparm[10]      3.75822 -1.82187e-07
selparm[12]    -0.864924 -1.17417e-06
selparm[13]       62.113 -2.93101e-06
selparm[15]      3.52302  5.46827e-07
selparm[16]      4.11094  1.94955e-06
selparm[19]      99.0958  4.99112e-06
selparm[20]     -7.02351  3.76243e-07
selparm[21]      4.58802 -2.29813e-06
