ParName   Value   Gradient
SR_parm[1]      9.72272  -1.8158e-05
recdev1(1975)     0.227786  6.86673e-07
recdev1(1976)     0.311774  6.46584e-07
recdev1(1977)    0.0179988  6.16802e-07
recdev1(1978)    0.0970901  5.18798e-07
recdev1(1979)   -0.0425593  5.59586e-07
recdev1(1980)     -0.02653  4.65948e-07
recdev1(1981)    -0.283448  4.47808e-07
recdev1(1982)    -0.411057  4.40804e-07
recdev1(1983)     -0.17408  4.43333e-07
recdev1(1984)    0.0197182  2.30536e-07
recdev1(1985)    0.0264526   1.8227e-07
recdev1(1986)    -0.511725  3.98846e-07
recdev1(1987)    -0.343654  2.87219e-07
recdev1(1988)     0.260492 -3.17432e-07
recdev1(1989)   -0.0260195 -1.48597e-07
recdev1(1990)    0.0453623 -2.04771e-07
recdev1(1991)    -0.197034 -8.76924e-08
recdev1(1992)   -0.0976225 -3.82906e-07
recdev1(1993)    0.0210563 -6.55109e-07
recdev1(1994)   -0.0297073 -3.77509e-07
recdev1(1995)    -0.149074 -2.32447e-07
recdev1(1996)     -0.19228 -5.91538e-07
recdev1(1997)    -0.152754 -9.00776e-08
recdev1(1998)     0.346962 -1.53168e-06
recdev1(1999)     0.224687 -8.66632e-07
recdev1(2000)   -0.0793421 -6.29852e-07
recdev1(2001)   -0.0921896 -3.73889e-07
recdev1(2002)    -0.334911 -2.61872e-07
recdev1(2003)   -0.0976729 -2.22771e-07
recdev1(2004)   -0.0587732 -2.54306e-07
recdev1(2005)    -0.019785 -4.92738e-08
recdev1(2006)   -0.0106848 -2.27145e-07
recdev1(2007)    0.0999245 -1.63449e-07
recdev1(2008)      0.43091 -2.25387e-07
recdev1(2009)     0.068832  5.62533e-07
recdev1(2010)     0.350285  9.17688e-07
recdev1(2011)     0.158481   5.8444e-07
recdev1(2012)    -0.112933  1.98383e-07
recdev1(2013)     0.457134 -1.06601e-06
recdev1(2014)    0.0326912 -1.50811e-07
recdev1(2015)     0.246199  1.20171e-06
Fcast_recruitments(2016)     0.277779  2.70364e-06
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      75.0017  -1.1601e-07
selparm[2]     -1.54136 -1.62061e-08
selparm[3]    -0.558671 -1.14796e-09
selparm[4]      1.35356  5.42569e-09
selparm[7]       45.681 -1.80658e-07
selparm[9]      4.44207  9.49737e-09
selparm[10]       5.0177 -3.86025e-07
selparm[12]     -10.7827    4.913e-09
selparm[13]      62.6278 -4.09216e-07
selparm[15]      3.25704  3.35899e-09
selparm[16]      4.09462 -1.41358e-07
selparm[19]      97.4566 -7.19052e-08
selparm[20]     -3.02696  1.89622e-07
selparm[21]      4.55553   3.0891e-08
