ParName   Value   Gradient
SR_parm[1]      9.59042  5.91046e-07
recdev1(1975)   -0.0400326   8.8883e-08
recdev1(1976)    -0.158815 -1.66682e-06
recdev1(1977)    0.0952954  -1.0598e-07
recdev1(1978)    -0.208883 -2.04261e-07
recdev1(1979)     0.164491  2.40678e-06
recdev1(1980)    -0.144451 -2.59787e-07
recdev1(1981)     0.133777 -5.73575e-07
recdev1(1982)    -0.066713 -2.26423e-07
recdev1(1983)     0.129046  6.19917e-07
recdev1(1984)    0.0689732  2.07542e-06
recdev1(1985)     0.309118  1.97938e-06
recdev1(1986)    -0.187516    8.639e-07
recdev1(1987)    -0.131257 -1.18084e-06
recdev1(1988)    0.0582583  8.84911e-07
recdev1(1989)    0.0228418  7.17128e-07
recdev1(1990)    -0.233529 -4.24498e-06
recdev1(1991)    -0.290248 -5.86258e-06
recdev1(1992)    0.0434548 -4.15003e-06
recdev1(1993)    -0.216818  2.47264e-06
recdev1(1994)    0.0549138  8.93055e-06
recdev1(1995)   -0.0115817 -1.21425e-06
recdev1(1996)    -0.050626 -5.26469e-06
recdev1(1997)    -0.132526   2.6621e-06
recdev1(1998)      0.17595  4.69414e-06
recdev1(1999)     0.147025  -2.0379e-06
recdev1(2000)    -0.106371 -1.57875e-06
recdev1(2001)    0.0625699  2.12284e-06
recdev1(2002)   -0.0580733 -4.26469e-06
recdev1(2003)   -0.0813274 -4.86468e-06
recdev1(2004)   -0.0463292 -5.09954e-07
recdev1(2005)    0.0144769 -1.21509e-08
recdev1(2006)     0.267346  8.82884e-07
recdev1(2007)    -0.183725  5.99144e-06
recdev1(2008)     0.159869  3.21181e-06
recdev1(2009)     0.235034  3.42356e-06
recdev1(2010)    -0.166808  1.50745e-07
recdev1(2011)     0.335263 -4.29032e-06
recdev1(2012)   -0.0432054 -4.42881e-06
recdev1(2013)    0.0682168 -3.30388e-06
recdev1(2014)   -0.0807754  1.26352e-06
recdev1(2015)    0.0936908  4.14664e-06
Fcast_recruitments(2016) -0.000610394 -1.25355e-08
Fcast_recruitments(2017)            0            0
Fcast_recruitments(2018)            0            0
Fcast_recruitments(2019)            0            0
Fcast_recruitments(2020)            0            0
Fcast_recruitments(2021)            0            0
Fcast_recruitments(2022)            0            0
Fcast_recruitments(2023)            0            0
Fcast_recruitments(2024)            0            0
Fcast_recruitments(2025)            0            0
Fcast_recruitments(2026)            0            0
Fcast_recruitments(2027)            0            0
Fcast_recruitments(2028)            0            0
Fcast_recruitments(2029)            0            0
Fcast_recruitments(2030)            0            0
Fcast_recruitments(2031)            0            0
Fcast_recruitments(2032)            0            0
Fcast_recruitments(2033)            0            0
Fcast_recruitments(2034)            0            0
Fcast_recruitments(2035)            0            0
Fcast_recruitments(2036)            0            0
Fcast_recruitments(2037)            0            0
selparm[1]      70.8918  -9.5634e-07
selparm[2]     -1.68842  1.02022e-07
selparm[3]   -0.0632482  4.84979e-07
selparm[4]      2.60157 -9.32367e-07
selparm[7]      75.9037 -3.71436e-06
selparm[9]    -0.999337  3.29797e-07
selparm[10]    -0.999442 -1.60826e-07
selparm[12]     -10.4773  2.70802e-07
selparm[13]      62.5602  4.86648e-06
selparm[15]      3.35067 -9.72979e-07
selparm[16]       4.0869 -6.05063e-07
selparm[19]      96.8773  1.02021e-07
selparm[20]     -3.21017 -7.06226e-08
selparm[21]      4.37246 -5.03291e-08
